Y	X7	X8	X9	X10
0.175795805846404	-0.912566231558706	-0.686784138923039	-0.405260811052344	0.265999368699507
2.09237037722499	1.13396939617045	0.149594744771953	3.1088878563766	0.265999368699507
0.0284923171565847	-1.03978331054517	-0.200548310361903	-0.405260811052344	0.265999368699507
-0.0503107329196166	-0.828676708360679	0.342911949566532	1.61429314075467	0.265999368699507
1.95138704689576	1.1966560726969	1.34530352691006	-0.405260811052344	0.481324501370951
-0.721127422173195	0.292308572682235	-1.16850083116801	-0.405260811052344	0.265999368699507
0.0673877594708491	-1.1046210011823	0.186286728146768	1.76099197970623	0.265999368699507
-0.998313972613819	0.292308572682235	-0.745258561599417	-0.405260811052344	0.265999368699507
-1.06499537208642	-0.057630581974559	1.50972033092393	-0.405260811052344	0.265999368699507
-0.135568180116427	0.0151274462775998	-0.518678179900396	-0.405260811052344	-0.72318428450438
-0.7927578174216	1.03855658666984	1.882296364555	-0.405260811052344	0.265999368699507
-0.928601250097009	1.37641933713968	1.04467211942313	-0.405260811052344	0.265999368699507
2.03774319786285	1.06206408997612	-1.41656043431824	-0.405260811052344	0.265999368699507
-0.254727910091143	1.72119605959967	-1.06432373613679	-0.405260811052344	0.265999368699507
-0.567885005524726	-1.33201384859187	-0.702908500090546	-0.405260811052344	0.265999368699507
-0.967766201015057	-0.907035053757977	0.749187936108524	-0.405260811052344	-4.01413011605869
-0.237171194144657	-1.05268939103718	0.627469398434986	-0.405260811052344	0.265999368699507
0.0944876025108542	-0.203008360833085	0.0120304138425832	-0.405260811052344	0.265999368699507
0.27156095123538	-0.690581646053203	-1.34591082018513	-0.405260811052344	0.265999368699507
